rollout_id,task_name,task_goal,video_filename,video_path,simulator,success_label,timestamp,additional_notes,video_url
so101_episode_000010,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000010_agentview.mp4,data/rollouts/so101_episode_000010/so101_episode_000010_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000010/so101_episode_000010_agentview.mp4
so101_episode_000011,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000011_agentview.mp4,data/rollouts/so101_episode_000011/so101_episode_000011_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000011/so101_episode_000011_agentview.mp4
so101_episode_000012,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000012_agentview.mp4,data/rollouts/so101_episode_000012/so101_episode_000012_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000012/so101_episode_000012_agentview.mp4
so101_episode_000013,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000013_agentview.mp4,data/rollouts/so101_episode_000013/so101_episode_000013_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000013/so101_episode_000013_agentview.mp4
so101_episode_000014,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000014_agentview.mp4,data/rollouts/so101_episode_000014/so101_episode_000014_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000014/so101_episode_000014_agentview.mp4
so101_episode_000015,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000015_agentview.mp4,data/rollouts/so101_episode_000015/so101_episode_000015_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000015/so101_episode_000015_agentview.mp4
so101_episode_000016,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000016_agentview.mp4,data/rollouts/so101_episode_000016/so101_episode_000016_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000016/so101_episode_000016_agentview.mp4
so101_episode_000017,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000017_agentview.mp4,data/rollouts/so101_episode_000017/so101_episode_000017_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000017/so101_episode_000017_agentview.mp4
so101_episode_000018,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000018_agentview.mp4,data/rollouts/so101_episode_000018/so101_episode_000018_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000018/so101_episode_000018_agentview.mp4
so101_episode_000019,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000019_agentview.mp4,data/rollouts/so101_episode_000019/so101_episode_000019_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000019/so101_episode_000019_agentview.mp4
so101_episode_000020,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000020_agentview.mp4,data/rollouts/so101_episode_000020/so101_episode_000020_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000020/so101_episode_000020_agentview.mp4
so101_episode_000021,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000021_agentview.mp4,data/rollouts/so101_episode_000021/so101_episode_000021_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000021/so101_episode_000021_agentview.mp4
so101_episode_000022,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000022_agentview.mp4,data/rollouts/so101_episode_000022/so101_episode_000022_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000022/so101_episode_000022_agentview.mp4
so101_episode_000023,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000023_agentview.mp4,data/rollouts/so101_episode_000023/so101_episode_000023_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000023/so101_episode_000023_agentview.mp4
so101_episode_000024,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000024_agentview.mp4,data/rollouts/so101_episode_000024/so101_episode_000024_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000024/so101_episode_000024_agentview.mp4
so101_episode_000025,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000025_agentview.mp4,data/rollouts/so101_episode_000025/so101_episode_000025_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000025/so101_episode_000025_agentview.mp4
so101_episode_000026,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000026_agentview.mp4,data/rollouts/so101_episode_000026/so101_episode_000026_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000026/so101_episode_000026_agentview.mp4
so101_episode_000027,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000027_agentview.mp4,data/rollouts/so101_episode_000027/so101_episode_000027_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000027/so101_episode_000027_agentview.mp4
so101_episode_000028,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000028_agentview.mp4,data/rollouts/so101_episode_000028/so101_episode_000028_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000028/so101_episode_000028_agentview.mp4
so101_episode_000029,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000029_agentview.mp4,data/rollouts/so101_episode_000029/so101_episode_000029_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000029/so101_episode_000029_agentview.mp4
so101_episode_000030,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000030_agentview.mp4,data/rollouts/so101_episode_000030/so101_episode_000030_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000030/so101_episode_000030_agentview.mp4
so101_episode_000031,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000031_agentview.mp4,data/rollouts/so101_episode_000031/so101_episode_000031_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000031/so101_episode_000031_agentview.mp4
so101_episode_000032,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000032_agentview.mp4,data/rollouts/so101_episode_000032/so101_episode_000032_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000032/so101_episode_000032_agentview.mp4
so101_episode_000033,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000033_agentview.mp4,data/rollouts/so101_episode_000033/so101_episode_000033_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000033/so101_episode_000033_agentview.mp4
so101_episode_000034,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000034_agentview.mp4,data/rollouts/so101_episode_000034/so101_episode_000034_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000034/so101_episode_000034_agentview.mp4
so101_episode_000035,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000035_agentview.mp4,data/rollouts/so101_episode_000035/so101_episode_000035_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000035/so101_episode_000035_agentview.mp4
so101_episode_000036,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000036_agentview.mp4,data/rollouts/so101_episode_000036/so101_episode_000036_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000036/so101_episode_000036_agentview.mp4
so101_episode_000037,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000037_agentview.mp4,data/rollouts/so101_episode_000037/so101_episode_000037_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000037/so101_episode_000037_agentview.mp4
so101_episode_000038,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000038_agentview.mp4,data/rollouts/so101_episode_000038/so101_episode_000038_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000038/so101_episode_000038_agentview.mp4
so101_episode_000039,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000039_agentview.mp4,data/rollouts/so101_episode_000039/so101_episode_000039_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000039/so101_episode_000039_agentview.mp4
so101_episode_000040,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000040_agentview.mp4,data/rollouts/so101_episode_000040/so101_episode_000040_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000040/so101_episode_000040_agentview.mp4
so101_episode_000041,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000041_agentview.mp4,data/rollouts/so101_episode_000041/so101_episode_000041_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000041/so101_episode_000041_agentview.mp4
so101_episode_000042,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000042_agentview.mp4,data/rollouts/so101_episode_000042/so101_episode_000042_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000042/so101_episode_000042_agentview.mp4
so101_episode_000043,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000043_agentview.mp4,data/rollouts/so101_episode_000043/so101_episode_000043_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000043/so101_episode_000043_agentview.mp4
so101_episode_000044,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000044_agentview.mp4,data/rollouts/so101_episode_000044/so101_episode_000044_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000044/so101_episode_000044_agentview.mp4
so101_episode_000045,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000045_agentview.mp4,data/rollouts/so101_episode_000045/so101_episode_000045_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000045/so101_episode_000045_agentview.mp4
so101_episode_000046,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000046_agentview.mp4,data/rollouts/so101_episode_000046/so101_episode_000046_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000046/so101_episode_000046_agentview.mp4
so101_episode_000047,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000047_agentview.mp4,data/rollouts/so101_episode_000047/so101_episode_000047_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000047/so101_episode_000047_agentview.mp4
so101_episode_000048,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000048_agentview.mp4,data/rollouts/so101_episode_000048/so101_episode_000048_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000048/so101_episode_000048_agentview.mp4
so101_episode_000049,pick_and_place,Pick up the cube and place it in the target location.,so101_episode_000049_agentview.mp4,data/rollouts/so101_episode_000049/so101_episode_000049_agentview.mp4,real_so101,true,2026-03-01T00:00:00Z,From lerobot/svla_so101_pickplace dataset,https://huggingface.co/datasets/nafisatibrahim/vlm-pref-videos/resolve/main/rollouts/so101_episode_000049/so101_episode_000049_agentview.mp4
